0,93897	0,72804	3765461083,84270
0,94027	0,72902	3765461083,84275
0,94320	0,73065	3765461083,84280
0,94483	0,73228	3765461083,84285
0,94678	0,73488	3765461083,84290
0,94809	0,73586	3765461083,84295
0,95102	0,73846	3765461083,84300
0,95329	0,74074	3765461083,84305
0,95427	0,74237	3765461083,84310
0,95655	0,74334	3765461083,84315
0,95850	0,74465	3765461083,84320
0,95981	0,74595	3765461083,84325
0,96176	0,74823	3765461083,84330
0,96306	0,74920	3765461083,84335
0,96534	0,75083	3765461083,84340
0,96664	0,75246	3765461083,84345
0,96859	0,75408	3765461083,84350
0,96990	0,75506	3765461083,84355
0,97152	0,75604	3765461083,84360
0,97283	0,75799	3765461083,84365
0,97380	0,75929	3765461083,84370
0,97608	0,76092	3765461083,84375
0,97738	0,76190	3765461083,84380
0,97771	0,76287	3765461083,84385
0,97901	0,76287	3765461083,84390
0,98064	0,76483	3765461083,84395
0,98161	0,76678	3765461083,84400
0,98357	0,76678	3765461083,84405
0,98389	0,76873	3765461083,84410
0,98552	0,76971	3765461083,84415
0,98617	0,76971	3765461083,84420
0,98715	0,77069	3765461083,84425
0,98812	0,77101	3765461083,84430
0,99008	0,77362	3765461083,84435
0,99040	0,77394	3765461083,84440
0,99105	0,77524	3765461083,84445
0,99170	0,77524	3765461083,84450
0,99301	0,77622	3765461083,84455
0,99366	0,77785	3765461083,84460
0,99366	0,77785	3765461083,84465
0,99463	0,77817	3765461083,84470
0,99529	0,77915	3765461083,84475
0,99626	0,77915	3765461083,84480
0,99594	0,78045	3765461083,84485
0,99724	0,78240	3765461083,84490
0,99724	0,78078	3765461083,84495
0,99756	0,78175	3765461083,84500
0,99821	0,78208	3765461083,84505
0,99821	0,78208	3765461083,84510
0,99952	0,78273	3765461083,84515
0,99887	0,78273	3765461083,84520
0,99919	0,78371	3765461083,84525
0,99984	0,78371	3765461083,84530
0,99984	0,78338	3765461083,84535
0,99952	0,78436	3765461083,84540
1,00017	0,78566	3765461083,84545
1,00082	0,78598	3765461083,84550
1,00017	0,78664	3765461083,84555
1,00114	0,78533	3765461083,84560
0,99887	0,78533	3765461083,84565
0,99952	0,78533	3765461083,84570
0,99952	0,78501	3765461083,84575
0,99887	0,78501	3765461083,84580
0,99887	0,78631	3765461083,84585
