0,04057	0,02658	3765462917,53108
0,03732	0,02397	3765462917,53110
0,03341	0,02235	3765462917,53112
0,03016	0,02007	3765462917,53114
0,02788	0,01811	3765462917,53116
0,02462	0,01649	3765462917,53118
0,02137	0,01453	3765462917,53120
0,01779	0,01258	3765462917,53122
0,01518	0,00933	3765462917,53124
0,01323	0,00770	3765462917,53126
0,00867	0,00672	3765462917,53128
0,00607	0,00347	3765462917,53130
0,00347	0,00184	3765462917,53132
-0,00044	-0,00011	3765462917,53134
-0,00370	-0,00142	3765462917,53136
-0,00662	-0,00402	3765462917,53138
-0,01021	-0,00662	3765462917,53140
-0,01248	-0,00858	3765462917,53142
-0,01639	-0,01021	3765462917,53144
-0,01997	-0,01216	3765462917,53146
-0,02257	-0,01411	3765462917,53148
-0,02518	-0,01541	3765462917,53150
-0,02811	-0,01769	3765462917,53152
-0,03267	-0,02062	3765462917,53154
-0,03494	-0,02257	3765462917,53156
-0,03755	-0,02453	3765462917,53158
-0,04145	-0,02518	3765462917,53160
-0,04471	-0,02811	3765462917,53162
-0,04699	-0,03039	3765462917,53164
-0,05057	-0,03136	3765462917,53166
-0,05382	-0,03429	3765462917,53168
-0,05740	-0,03592	3765462917,53170
-0,06066	-0,03787	3765462917,53172
-0,06326	-0,04048	3765462917,53174
-0,06652	-0,04178	3765462917,53176
-0,07010	-0,04341	3765462917,53178
-0,07205	-0,04503	3765462917,53180
-0,07498	-0,04764	3765462917,53182
-0,07921	-0,05024	3765462917,53184
-0,08279	-0,05187	3765462917,53186
-0,08605	-0,05382	3765462917,53188
-0,08768	-0,05578	3765462917,53190
-0,09061	-0,05643	3765462917,53192
-0,09386	-0,05805	3765462917,53194
-0,09712	-0,06131	3765462917,53196
-0,10005	-0,06326	3765462917,53198
-0,10330	-0,06424	3765462917,53200
-0,10656	-0,06717	3765462917,53202
-0,11014	-0,06912	3765462917,53204
-0,11307	-0,07173	3765462917,53206
-0,11599	-0,07303	3765462917,53208
-0,11827	-0,07596	3765462917,53210
-0,12185	-0,07628	3765462917,53212
-0,12478	-0,07889	3765462917,53214
-0,12869	-0,08084	3765462917,53216
-0,13064	-0,08214	3765462917,53218
-0,13390	-0,08442	3765462917,53220
-0,13618	-0,08540	3765462917,53222
-0,14008	-0,08768	3765462917,53224
-0,14171	-0,08930	3765462917,53226
-0,14496	-0,09223	3765462917,53228
-0,14855	-0,09419	3765462917,53230
-0,15213	-0,09614	3765462917,53232
-0,15571	-0,09744	3765462917,53234
-0,15864	-0,09939	3765462917,53236
-0,16124	-0,10167	3765462917,53238
-0,16352	-0,10363	3765462917,53240
-0,16645	-0,10493	3765462917,53242
-0,17035	-0,10688	3765462917,53244
